example_id,session_index,attempts,orig_input,orig_output,orig_total,no_reason_input,no_reason_output,no_reason_total,output_only_no_reason_input,output_only_no_reason_output,output_only_no_reason_total,reasoning_output_delta,reasoning_verifier_input_delta,reasoning_generation_input_delta,stored_full,stored_no_reason,implicit_only
dev_0295,4,1,3062,145,3207,2917,69,2986,3062,69,3131,76,76,69,112,36,28
dev_0295,5,1,4052,161,4213,3904,89,3993,4052,89,4141,72,72,76,110,38,30
dev_0295,6,1,5513,191,5704,5338,88,5426,5513,88,5601,103,103,72,141,38,30
dev_0295,7,1,5775,189,5964,5574,91,5665,5775,91,5866,98,98,103,138,40,32
dev_0295,8,1,6302,182,6484,6119,97,6216,6302,97,6399,85,85,98,128,43,35
dev_0292,1,1,2043,173,2216,1948,78,2026,2043,78,2121,95,95,0,132,37,29
dev_0292,2,1,2975,200,3175,2779,99,2878,2975,99,3074,101,101,95,149,48,40
dev_0292,3,1,3474,173,3647,3288,88,3376,3474,88,3562,85,85,101,129,44,36
dev_0292,4,1,4297,146,4443,4120,54,4174,4297,54,4351,92,92,85,136,44,36
dev_0292,5,1,4929,201,5130,4725,89,4814,4929,89,5018,112,112,92,153,41,33
dev_0292,6,1,6309,192,6501,6060,55,6115,6309,55,6364,137,137,112,182,45,37
dev_0292,7,1,6530,178,6708,6270,55,6325,6530,55,6585,123,123,137,168,45,37
dev_0292,8,1,7182,174,7356,6968,83,7051,7182,83,7265,91,91,123,136,45,37
dev_0292,9,1,7925,209,8134,7719,94,7813,7925,94,8019,115,115,91,159,44,36
dev_0297,1,1,1293,167,1460,1210,84,1294,1293,84,1377,83,83,0,114,31,23
dev_0297,2,1,1867,164,2031,1679,59,1738,1867,59,1926,105,105,83,129,24,16
dev_0297,3,1,2472,164,2636,2281,78,2359,2472,78,2550,86,86,105,115,29,21
dev_0297,4,1,3056,178,3234,2882,90,2972,3056,90,3146,88,88,86,119,31,23
dev_0297,5,1,3711,156,3867,3549,82,3631,3711,82,3793,74,74,88,108,34,26
dev_0297,6,1,4200,171,4371,4042,87,4129,4200,87,4287,84,84,74,118,34,26
dev_0297,7,1,4780,167,4947,4610,81,4691,4780,81,4861,86,86,84,114,28,20
dev_0297,8,1,5834,190,6024,5652,94,5746,5834,94,5928,96,96,86,134,38,30
dev_0307,1,1,1509,152,1661,1402,45,1447,1509,45,1554,107,107,0,142,35,27
dev_0307,2,1,2445,187,2632,2240,89,2329,2445,89,2534,98,98,107,135,37,29
dev_0307,3,1,3129,195,3324,2922,86,3008,3129,86,3215,109,109,98,152,43,35
dev_0307,4,1,3769,186,3955,3563,89,3652,3769,89,3858,97,97,109,135,38,30
dev_0307,5,1,4394,157,4551,4212,72,4284,4394,72,4466,85,85,97,117,32,24
dev_0307,6,1,4931,183,5114,4748,85,4833,4931,85,5016,98,98,85,136,38,30
dev_0300,1,1,1391,170,1561,1279,58,1337,1391,58,1449,112,112,0,160,48,40
dev_0300,2,1,2228,159,2387,2037,80,2117,2228,80,2308,79,79,112,112,33,25
dev_0300,3,1,3259,153,3412,3108,81,3189,3259,81,3340,72,72,79,105,33,25
dev_0300,4,1,4096,173,4269,3943,92,4035,4096,92,4188,81,81,72,115,34,26
dev_0300,5,1,5484,187,5671,5299,83,5382,5484,83,5567,104,104,81,139,35,27
dev_0300,6,1,6434,173,6607,6243,86,6329,6434,86,6520,87,87,104,125,38,30
dev_0300,7,1,6649,154,6803,6459,51,6510,6649,51,6700,103,103,87,144,41,33
dev_0300,8,1,6967,151,7118,6764,51,6815,6967,51,7018,100,100,103,141,41,33
dev_0300,9,1,8031,174,8205,7812,55,7867,8031,55,8086,119,119,100,164,45,37
dev_0310,1,1,982,103,1085,911,32,943,982,32,1014,71,71,0,93,22,14
dev_0310,2,1,1592,161,1753,1442,82,1524,1592,82,1674,79,79,71,103,24,16
dev_0310,3,1,2482,179,2661,2312,88,2400,2482,88,2570,91,91,79,127,36,28
dev_0310,4,1,2905,144,3049,2711,41,2752,2905,41,2946,103,103,91,134,31,23
dev_0310,5,1,3979,176,4155,3793,93,3886,3979,93,4072,83,83,103,113,30,22
dev_0310,6,1,4913,158,5071,4752,80,4832,4913,80,4993,78,78,83,108,30,22
dev_0306,1,1,1597,148,1745,1529,80,1609,1597,80,1677,68,68,0,100,32,24
dev_0306,2,2,4251,320,4571,3874,164,4038,4251,164,4415,156,156,221,95,24,16
dev_0306,3,1,3092,182,3274,2938,99,3037,3092,99,3191,83,83,71,117,34,26
dev_0306,4,1,3737,168,3905,3572,86,3658,3737,86,3823,82,82,83,122,40,32
dev_0306,5,1,4555,170,4725,4397,94,4491,4555,94,4649,76,76,82,113,37,29
dev_0306,6,1,5309,176,5485,5144,87,5231,5309,87,5396,89,89,76,128,39,31
dev_0306,7,1,6259,179,6438,6074,83,6157,6259,83,6342,96,96,89,133,37,29
dev_0304,1,2,2893,337,3230,2632,170,2802,2893,170,3063,167,167,94,100,27,19
dev_0304,2,1,2234,173,2407,2072,84,2156,2234,84,2318,89,89,73,120,31,23
dev_0304,3,1,2894,166,3060,2726,87,2813,2894,87,2981,79,79,89,114,35,27
dev_0304,4,1,3432,167,3599,3264,78,3342,3432,78,3510,89,89,79,122,33,25
dev_0304,5,1,4125,180,4305,3934,78,4012,4125,78,4203,102,102,89,137,35,27
dev_0304,6,1,5020,175,5195,4832,89,4921,5020,89,5109,86,86,102,119,33,25
dev_0304,7,1,5788,187,5975,5608,93,5701,5788,93,5881,94,94,86,129,35,27
dev_0304,8,1,6341,177,6518,6161,91,6252,6341,91,6432,86,86,94,122,36,28
dev_0317,1,2,2858,308,3166,2646,167,2813,2858,167,3025,141,141,71,91,21,13
dev_0317,2,1,2109,161,2270,1965,87,2052,2109,87,2196,74,74,70,102,28,20
dev_0317,3,1,2580,172,2752,2422,88,2510,2580,88,2668,84,84,74,122,38,30
dev_0317,4,1,3250,179,3429,3077,90,3167,3250,90,3340,89,89,84,128,39,31
dev_0317,5,1,4053,191,4244,3862,89,3951,4053,89,4142,102,102,89,141,39,31
dev_0303,1,1,918,95,1013,857,34,891,918,34,952,61,61,0,85,24,16
dev_0303,2,1,1702,158,1860,1568,85,1653,1702,85,1787,73,73,61,107,34,26
dev_0303,3,1,2893,186,3079,2722,88,2810,2893,88,2981,98,98,73,130,32,24
dev_0303,4,1,3583,177,3760,3389,81,3470,3583,81,3664,96,96,98,129,33,25
dev_0303,5,1,4261,164,4425,4078,77,4155,4261,77,4338,87,87,96,112,25,17
dev_0303,6,1,5102,190,5292,4919,94,5013,5102,94,5196,96,96,87,134,38,30
dev_0303,7,1,6035,185,6220,5857,103,5960,6035,103,6138,82,82,96,127,45,37
dev_0303,8,1,6769,182,6951,6602,97,6699,6769,97,6866,85,85,82,128,43,35
dev_0303,9,1,7839,162,8001,7678,86,7764,7839,86,7925,76,76,85,115,39,31
dev_0303,10,1,8579,175,8754,8406,78,8484,8579,78,8657,97,97,76,134,37,29
dev_0319,1,1,1302,170,1472,1218,86,1304,1302,86,1388,84,84,0,111,27,19
dev_0319,2,1,1931,130,2061,1763,46,1809,1931,46,1977,84,84,84,120,36,28
dev_0319,3,1,2518,134,2652,2341,41,2382,2518,41,2559,93,93,84,124,31,23
dev_0319,4,1,2856,167,3023,2682,86,2768,2856,86,2942,81,81,93,118,37,29
dev_0319,5,1,3866,187,4053,3689,91,3780,3866,91,3957,96,96,81,134,38,30
dev_0319,6,1,4616,190,4806,4426,96,4522,4616,96,4712,94,94,96,138,44,36
dev_0315,1,1,911,118,1029,833,40,873,911,40,951,78,78,0,108,30,22
dev_0315,2,1,1759,179,1938,1578,76,1654,1759,76,1835,103,103,78,129,26,18
dev_0315,3,1,2360,125,2485,2169,37,2206,2360,37,2397,88,88,103,115,27,19
dev_0315,4,1,3047,154,3201,2883,78,2961,3047,78,3125,76,76,88,108,32,24
dev_0315,5,1,3824,126,3950,3659,37,3696,3824,37,3861,89,89,76,116,27,19
dev_0315,6,1,5049,188,5237,4860,88,4948,5049,88,5137,100,100,89,141,41,33
dev_0315,7,1,5733,198,5931,5533,98,5631,5733,98,5831,100,100,100,144,44,36
dev_0321,1,1,958,123,1081,872,37,909,958,37,995,86,86,0,113,27,19
dev_0321,2,1,1654,117,1771,1493,42,1535,1654,42,1696,75,75,86,107,32,24
dev_0321,3,1,2385,177,2562,2222,89,2311,2385,89,2474,88,88,75,126,38,30
dev_0321,4,1,2996,183,3179,2809,84,2893,2996,84,3080,99,99,88,136,37,29
dev_0321,5,1,3693,171,3864,3506,83,3589,3693,83,3776,88,88,99,125,37,29
dev_0321,6,1,4114,189,4303,3944,107,4051,4114,107,4221,82,82,88,135,53,45
dev_0309,1,3,5877,428,6305,5526,231,5757,5877,231,6108,197,197,154,67,24,16
dev_0309,2,1,2976,157,3133,2862,86,2948,2976,86,3062,71,71,43,97,26,18
dev_0309,3,1,3665,158,3823,3519,83,3602,3665,83,3748,75,75,71,112,37,29
dev_0309,4,1,4328,116,4444,4178,41,4219,4328,41,4369,75,75,75,106,31,23
dev_0309,5,1,5040,160,5200,4876,71,4947,5040,71,5111,89,89,75,120,31,23
dev_0309,6,1,5390,160,5550,5214,73,5287,5390,73,5463,87,87,89,118,31,23
dev_0309,7,1,6214,153,6367,6038,64,6102,6214,64,6278,89,89,87,120,31,23
dev_0309,8,1,6737,165,6902,6561,78,6639,6737,78,6815,87,87,89,119,32,24
dev_0309,9,1,7329,199,7528,7138,95,7233,7329,95,7424,104,104,87,140,36,28
dev_0325,1,1,1101,166,1267,1026,91,1117,1101,91,1192,75,75,0,104,29,21
dev_0325,2,1,1768,182,1950,1598,87,1685,1768,87,1855,95,95,75,130,35,27
dev_0325,3,1,2466,156,2622,2289,74,2363,2466,74,2540,82,82,95,114,32,24
dev_0325,4,1,3121,158,3279,2952,71,3023,3121,71,3192,87,87,82,119,32,24
dev_0325,5,1,3430,172,3602,3244,73,3317,3430,73,3503,99,99,87,131,32,24
dev_0325,6,1,4172,160,4332,3992,79,4071,4172,79,4251,81,81,99,113,32,24
dev_0325,7,1,5048,149,5197,4894,76,4970,5048,76,5124,73,73,81,105,32,24
dev_0313,1,1,1020,109,1129,946,35,981,1020,35,1055,74,74,0,99,25,17
dev_0313,2,1,1752,184,1936,1578,84,1662,1752,84,1836,100,100,74,127,27,19
dev_0313,3,1,2413,190,2603,2217,94,2311,2413,94,2507,96,96,100,136,40,32
dev_0313,4,1,2938,188,3126,2732,78,2810,2938,78,3016,110,110,96,148,38,30
dev_0313,5,1,3476,175,3651,3276,85,3361,3476,85,3561,90,90,110,124,34,26
dev_0313,6,1,4268,190,4458,4085,97,4182,4268,97,4365,93,93,90,128,35,27
dev_0313,7,1,4686,204,4890,4483,94,4577,4686,94,4780,110,110,93,152,42,34
dev_0313,8,1,5089,206,5295,4862,89,4951,5089,89,5178,117,117,110,157,40,32
dev_0313,9,1,5447,182,5629,5227,79,5306,5447,79,5526,103,103,117,136,33,25
dev_0314,1,1,1505,134,1639,1414,43,1457,1505,43,1548,91,91,0,124,33,25
dev_0314,2,1,2235,133,2368,2058,47,2105,2235,47,2282,86,86,91,123,37,29
dev_0314,3,1,3975,173,4148,3796,80,3876,3975,80,4055,93,93,86,128,35,27
dev_0314,4,1,4694,156,4850,4490,45,4535,4694,45,4739,111,111,93,146,35,27
dev_0314,5,1,4866,185,5051,4670,100,4770,4866,100,4966,85,85,111,120,35,27
dev_0314,6,1,5487,182,5669,5325,105,5430,5487,105,5592,77,77,85,117,40,32
dev_0314,7,1,6389,175,6564,6222,85,6307,6389,85,6474,90,90,77,128,38,30
dev_0314,8,1,6692,157,6849,6533,88,6621,6692,88,6780,69,69,90,100,31,23
dev_0314,9,1,7421,149,7570,7281,78,7359,7421,78,7499,71,71,69,103,32,24
dev_0314,10,1,7873,140,8013,7712,50,7762,7873,50,7923,90,90,71,130,40,32
dev_0320,1,1,1182,173,1355,1096,87,1183,1182,87,1269,86,86,0,123,37,29
dev_0320,2,1,1877,173,2050,1699,81,1780,1877,81,1958,92,92,86,128,36,28
dev_0320,3,1,3039,191,3230,2852,96,2948,3039,96,3135,95,95,92,135,40,32
dev_0320,4,1,3662,178,3840,3472,83,3555,3662,83,3745,95,95,95,133,38,30
dev_0320,5,1,4717,186,4903,4528,92,4620,4717,92,4809,94,94,95,142,48,40
dev_0320,6,1,5758,154,5912,5562,52,5614,5758,52,5810,102,102,94,144,42,34
dev_0320,7,1,5956,176,6132,5765,87,5852,5956,87,6043,89,89,102,128,39,31
dev_0320,8,1,6702,152,6854,6539,78,6617,6702,78,6780,74,74,89,108,34,26
dev_0329,1,1,1434,151,1585,1367,84,1451,1434,84,1518,67,67,0,103,36,28
dev_0329,2,1,2115,110,2225,1977,39,2016,2115,39,2154,71,71,67,100,29,21
dev_0329,3,1,2666,175,2841,2495,75,2570,2666,75,2741,100,100,71,130,30,22
dev_0329,4,1,2993,195,3188,2780,82,2862,2993,82,3075,113,113,100,149,36,28
dev_0329,5,1,3325,146,3471,3112,46,3158,3325,46,3371,100,100,113,136,36,28
dev_0329,6,1,3735,175,3910,3547,87,3634,3735,87,3822,88,88,100,125,37,29
dev_0329,7,1,4528,178,4706,4357,95,4452,4528,95,4623,83,83,88,121,38,30
dev_0327,1,1,1127,132,1259,1037,42,1079,1127,42,1169,90,90,0,122,32,24
dev_0327,2,1,3074,181,3255,2891,88,2979,3074,88,3162,93,93,90,128,35,27
dev_0327,3,1,4099,179,4278,3913,86,3999,4099,86,4185,93,93,93,131,38,30
dev_0327,4,1,4808,165,4973,4630,80,4710,4808,80,4888,85,85,93,115,30,22
dev_0327,5,1,5542,182,5724,5357,82,5439,5542,82,5624,100,100,85,131,31,23
dev_0327,6,1,6208,197,6405,6011,100,6111,6208,100,6308,97,97,100,137,40,32
dev_0327,7,1,6538,204,6742,6339,102,6441,6538,102,6640,102,102,97,141,39,31
dev_0327,8,1,6800,188,6988,6595,85,6680,6800,85,6885,103,103,102,145,42,34
dev_0330,1,1,1278,159,1437,1207,88,1295,1278,88,1366,71,71,0,99,28,20
dev_0330,2,1,2110,188,2298,1945,94,2039,2110,94,2204,94,94,71,129,35,27
dev_0330,3,1,2540,187,2727,2365,106,2471,2540,106,2646,81,81,94,113,32,24
dev_0330,4,1,3454,171,3625,3298,96,3394,3454,96,3550,75,75,81,109,34,26
dev_0330,5,1,3834,172,4006,3679,92,3771,3834,92,3926,80,80,75,111,31,23
dev_0330,6,1,4489,178,4667,4324,93,4417,4489,93,4582,85,85,80,116,31,23
dev_0330,7,1,5077,194,5271,4874,76,4950,5077,76,5153,118,118,85,149,31,23
dev_0318,1,1,1777,150,1927,1671,44,1715,1777,44,1821,106,106,0,140,34,26
dev_0318,2,1,2289,174,2463,2078,69,2147,2289,69,2358,105,105,106,133,28,20
dev_0318,3,1,3069,174,3243,2866,76,2942,3069,76,3145,98,98,105,132,34,26
dev_0318,4,1,3675,170,3845,3485,78,3563,3675,78,3753,92,92,98,127,35,27
dev_0318,5,1,4513,214,4727,4302,95,4397,4513,95,4608,119,119,92,154,35,27
dev_0318,6,1,5329,198,5527,5090,78,5168,5329,78,5407,120,120,119,155,35,27
dev_0318,7,1,6283,187,6470,6067,91,6158,6283,91,6374,96,96,120,134,38,30
dev_0318,8,1,6810,179,6989,6620,85,6705,6810,85,6895,94,94,96,132,38,30
dev_0318,9,1,7426,185,7611,7234,87,7321,7426,87,7513,98,98,94,136,38,30
dev_0318,10,1,8144,180,8324,7948,82,8030,8144,82,8226,98,98,98,134,36,28
dev_0332,1,1,842,101,943,780,39,819,842,39,881,62,62,0,91,29,21
dev_0332,2,1,1224,117,1341,1084,39,1123,1224,39,1263,78,78,62,107,29,21
dev_0332,3,1,1780,129,1909,1612,39,1651,1780,39,1819,90,90,78,119,29,21
dev_0332,4,1,2371,147,2518,2209,75,2284,2371,75,2446,72,72,90,102,30,22
dev_0332,5,1,3006,140,3146,2839,45,2884,3006,45,3051,95,95,72,130,35,27
dev_0332,6,1,3986,172,4158,3809,90,3899,3986,90,4076,82,82,95,120,38,30
dev_0332,7,1,5050,189,5239,4888,109,4997,5050,109,5159,80,80,82,132,52,44
dev_0332,8,1,6179,205,6384,6004,110,6114,6179,110,6289,95,95,80,147,52,44
dev_0331,1,1,1524,153,1677,1416,45,1461,1524,45,1569,108,108,0,143,35,27
dev_0331,2,1,2300,161,2461,2115,84,2199,2300,84,2384,77,77,108,107,30,22
dev_0331,3,1,2698,193,2891,2526,98,2624,2698,98,2796,95,95,77,133,38,30
dev_0331,4,1,3832,171,4003,3650,84,3734,3832,84,3916,87,87,95,123,36,28
dev_0331,5,1,4256,133,4389,4078,42,4120,4256,42,4298,91,91,87,123,32,24
dev_0331,6,1,4754,185,4939,4566,88,4654,4754,88,4842,97,97,91,137,40,32
dev_0331,7,1,5645,174,5819,5457,83,5540,5645,83,5728,91,91,97,124,33,25
dev_0331,8,1,6846,194,7040,6648,87,6735,6846,87,6933,107,107,91,144,37,29
dev_0322,1,1,1503,126,1629,1408,31,1439,1503,31,1534,95,95,0,116,21,13
dev_0322,2,1,2035,119,2154,1864,43,1907,2035,43,2078,76,76,95,109,33,25
dev_0322,3,1,2586,172,2758,2420,82,2502,2586,82,2668,90,90,76,115,25,17
dev_0322,4,1,3186,162,3348,3012,78,3090,3186,78,3264,84,84,90,115,31,23
dev_0322,5,1,3637,177,3814,3453,77,3530,3637,77,3714,100,100,84,130,30,22
dev_0322,6,1,4669,198,4867,4458,87,4545,4669,87,4756,111,111,100,145,34,26
dev_0322,7,1,5652,211,5863,5423,93,5516,5652,93,5745,118,118,111,155,37,29
dev_0322,8,1,6348,192,6540,6125,87,6212,6348,87,6435,105,105,118,147,42,34
dev_0322,9,1,7282,178,7460,7083,84,7167,7282,84,7366,94,94,105,131,37,29
dev_0322,10,1,7907,204,8111,7705,96,7801,7907,96,8003,108,108,94,152,44,36
dev_0323,1,1,895,102,997,830,37,867,895,37,932,65,65,0,92,27,19
dev_0323,2,1,2238,162,2400,2086,75,2161,2238,75,2313,87,87,65,120,33,25
dev_0323,3,1,3234,179,3413,3044,76,3120,3234,76,3310,103,103,87,134,31,23
dev_0323,4,1,3973,178,4151,3763,71,3834,3973,71,4044,107,107,103,139,32,24
dev_0323,5,1,4519,187,4706,4308,83,4391,4519,83,4602,104,104,107,134,30,22
dev_0323,6,1,5171,172,5343,4977,82,5059,5171,82,5253,90,90,104,123,33,25
dev_0323,7,1,5699,194,5893,5501,86,5587,5699,86,5785,108,108,90,142,34,26
dev_0323,8,1,6259,189,6448,6052,90,6142,6259,90,6349,99,99,108,135,36,28
dev_0323,9,1,7024,187,7211,6828,90,6918,7024,90,7114,97,97,99,133,36,28
dev_0323,10,1,7320,190,7510,7120,87,7207,7320,87,7407,103,103,97,133,30,22
dev_0326,1,1,1143,114,1257,1070,41,1111,1143,41,1184,73,73,0,104,31,23
dev_0326,2,1,1952,174,2126,1785,80,1865,1952,80,2032,94,94,73,124,30,22
dev_0326,3,1,2574,190,2764,2374,84,2458,2574,84,2658,106,106,94,140,34,26
dev_0326,4,1,3044,144,3188,2840,46,2886,3044,46,3090,98,98,106,134,36,28
dev_0326,5,1,3430,192,3622,3230,90,3320,3430,90,3520,102,102,98,140,38,30
dev_0326,6,1,4350,184,4534,4139,75,4214,4350,75,4425,109,109,102,140,31,23
dev_0326,7,1,4825,186,5011,4617,87,4704,4825,87,4912,99,99,109,133,34,26
dev_0326,8,1,5746,176,5922,5570,99,5669,5746,99,5845,77,77,99,119,42,34
dev_0326,9,1,6444,207,6651,6262,102,6364,6444,102,6546,105,105,77,149,44,36
dev_0326,10,1,7107,195,7302,6904,97,7001,7107,97,7204,98,98,105,142,44,36
